,EmployeeNumber,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition,YearlyIncome
1075,1249,29.0,Travel_Rarely,1010.0,Research & Development,1.0,3.0,Life Sciences,1.0,1.0,Female,97.0,3.0,1.0,Research Scientist,4.0,Divorced,3760.0,5598.0,1.0,Y,No,15.0,3.0,1.0,80.0,3.0,3.0,5.0,3.0,3.0,2.0,1.0,2.0,No,45120.0
1076,63,35.0,Travel_Rarely,1229.0,Research & Development,8.0,1.0,Life Sciences,1.0,4.0,Male,36.0,4.0,1.0,Laboratory Technician,4.0,Married,2269.0,4892.0,1.0,Y,No,19.0,3.0,4.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,No,27228.0
1077,1650,29.0,Travel_Rarely,469.0,Sales,10.0,3.0,Medical,1.0,3.0,Male,42.0,2.0,2.0,Sales Executive,3.0,Single,5869.0,23413.0,9.0,Y,No,11.0,3.0,3.0,80.0,0.0,8.0,2.0,3.0,5.0,2.0,1.0,4.0,No,70428.0
1078,1269,19.0,Travel_Rarely,265.0,Research & Development,25.0,3.0,Life Sciences,1.0,2.0,Female,57.0,4.0,1.0,Research Scientist,4.0,Single,2994.0,21221.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,1.0,No,35928.0
1079,249,50.0,Travel_Rarely,328.0,Research & Development,1.0,3.0,Medical,1.0,3.0,Male,86.0,2.0,1.0,Laboratory Technician,3.0,Married,3690.0,3425.0,2.0,Y,No,15.0,3.0,4.0,80.0,1.0,5.0,2.0,2.0,3.0,2.0,0.0,2.0,No,44280.0
1080,1857,46.0,Travel_Rarely,706.0,Research & Development,2.0,2.0,Life Sciences,1.0,4.0,Male,82.0,3.0,3.0,Manufacturing Director,4.0,Divorced,8578.0,19989.0,3.0,Y,No,14.0,3.0,3.0,80.0,1.0,12.0,4.0,2.0,9.0,8.0,4.0,7.0,No,102936.0
1081,912,29.0,Travel_Rarely,1086.0,Research & Development,7.0,1.0,Medical,1.0,1.0,Female,62.0,2.0,1.0,Laboratory Technician,4.0,Divorced,2532.0,6054.0,6.0,Y,No,14.0,3.0,3.0,80.0,3.0,8.0,5.0,3.0,4.0,3.0,0.0,3.0,No,30384.0
1082,1116,48.0,Non-Travel,1262.0,Research & Development,1.0,4.0,Medical,1.0,1.0,Male,35.0,4.0,4.0,Manager,4.0,Single,16885.0,16154.0,2.0,Y,No,22.0,4.0,3.0,80.0,0.0,27.0,3.0,2.0,5.0,4.0,2.0,1.0,No,202620.0
1083,1826,35.0,Travel_Rarely,185.0,Research & Development,23.0,4.0,Medical,1.0,2.0,Male,91.0,1.0,1.0,Laboratory Technician,3.0,Married,2705.0,9696.0,0.0,Y,No,16.0,3.0,2.0,80.0,1.0,6.0,2.0,4.0,5.0,4.0,0.0,3.0,No,32460.0
1084,579,34.0,Travel_Rarely,1303.0,Research & Development,2.0,4.0,Life Sciences,1.0,4.0,Male,62.0,2.0,1.0,Research Scientist,3.0,Divorced,2768.0,8416.0,3.0,Y,No,12.0,3.0,3.0,80.0,1.0,14.0,3.0,3.0,7.0,3.0,5.0,7.0,No,33216.0
1085,671,44.0,Travel_Rarely,1315.0,Research & Development,3.0,4.0,Other,1.0,4.0,Male,35.0,3.0,5.0,Manager,4.0,Married,19513.0,9358.0,4.0,Y,Yes,12.0,3.0,1.0,80.0,1.0,26.0,2.0,4.0,2.0,2.0,0.0,1.0,No,234156.0
1086,61,37.0,Travel_Rarely,408.0,Research & Development,19.0,2.0,Life Sciences,1.0,2.0,Male,73.0,3.0,1.0,Research Scientist,2.0,Married,3022.0,10227.0,4.0,Y,No,21.0,4.0,1.0,80.0,0.0,8.0,1.0,3.0,1.0,0.0,0.0,0.0,No,36264.0
1087,1898,27.0,Travel_Rarely,511.0,Sales,2.0,2.0,Medical,1.0,1.0,Female,89.0,4.0,2.0,Sales Executive,3.0,Single,6500.0,26997.0,0.0,Y,No,14.0,3.0,2.0,80.0,0.0,9.0,5.0,2.0,8.0,7.0,0.0,7.0,No,78000.0
1088,244,46.0,Travel_Rarely,526.0,Sales,1.0,2.0,Marketing,1.0,2.0,Female,92.0,3.0,3.0,Sales Executive,1.0,Divorced,10453.0,2137.0,1.0,Y,No,25.0,4.0,3.0,80.0,3.0,24.0,2.0,3.0,24.0,13.0,15.0,7.0,No,125436.0
1089,1849,43.0,Travel_Frequently,1422.0,Sales,2.0,4.0,Life Sciences,1.0,1.0,Male,92.0,3.0,2.0,Sales Executive,4.0,Married,5675.0,19246.0,1.0,Y,No,20.0,4.0,3.0,80.0,1.0,7.0,5.0,3.0,7.0,7.0,7.0,7.0,No,68100.0
1090,1869,46.0,Travel_Rarely,1254.0,Sales,10.0,3.0,Life Sciences,1.0,3.0,Female,64.0,3.0,3.0,Sales Executive,2.0,Married,7314.0,14011.0,5.0,Y,No,21.0,4.0,3.0,80.0,3.0,14.0,2.0,3.0,8.0,7.0,0.0,7.0,Yes,87768.0
1091,679,32.0,Travel_Rarely,646.0,Research & Development,9.0,4.0,Life Sciences,1.0,1.0,Female,92.0,3.0,2.0,Research Scientist,4.0,Married,6322.0,18089.0,1.0,Y,Yes,12.0,3.0,4.0,80.0,1.0,6.0,2.0,2.0,6.0,4.0,0.0,5.0,No,75864.0
1092,88,35.0,Travel_Frequently,664.0,Research & Development,1.0,3.0,Medical,1.0,2.0,Male,79.0,3.0,1.0,Research Scientist,1.0,Married,2194.0,5868.0,4.0,Y,No,13.0,3.0,4.0,80.0,1.0,5.0,2.0,2.0,3.0,2.0,1.0,2.0,No,26328.0
1093,1173,24.0,Travel_Rarely,477.0,Research & Development,24.0,3.0,Medical,1.0,4.0,Male,49.0,3.0,1.0,Laboratory Technician,2.0,Single,3597.0,6409.0,8.0,Y,No,22.0,4.0,4.0,80.0,0.0,6.0,2.0,3.0,4.0,3.0,1.0,2.0,No,43164.0
1094,1936,39.0,Travel_Rarely,867.0,Research & Development,9.0,2.0,Medical,1.0,1.0,Male,87.0,3.0,2.0,Manufacturing Director,1.0,Married,5151.0,12315.0,1.0,Y,No,25.0,4.0,4.0,80.0,1.0,10.0,3.0,3.0,10.0,0.0,7.0,9.0,No,61812.0
1095,58,41.0,Travel_Rarely,1360.0,Research & Development,12.0,3.0,Technical Degree,1.0,2.0,Female,49.0,3.0,5.0,Research Director,3.0,Married,19545.0,16280.0,1.0,Y,No,12.0,3.0,4.0,80.0,0.0,23.0,0.0,3.0,22.0,15.0,15.0,8.0,Yes,234540.0
1096,1856,47.0,Travel_Rarely,207.0,Research & Development,9.0,4.0,Life Sciences,1.0,2.0,Female,64.0,3.0,1.0,Laboratory Technician,3.0,Single,2105.0,5411.0,4.0,Y,No,12.0,3.0,3.0,80.0,0.0,7.0,2.0,3.0,2.0,2.0,2.0,0.0,No,25260.0
1097,120,51.0,Travel_Rarely,632.0,Sales,21.0,4.0,Marketing,1.0,3.0,Male,71.0,3.0,2.0,Sales Executive,4.0,Single,5441.0,8423.0,0.0,Y,Yes,22.0,4.0,4.0,80.0,0.0,11.0,2.0,1.0,10.0,7.0,1.0,0.0,No,65292.0
1098,995,33.0,Travel_Rarely,461.0,Research & Development,13.0,1.0,Life Sciences,1.0,2.0,Female,53.0,3.0,1.0,Research Scientist,4.0,Single,3452.0,17241.0,3.0,Y,No,18.0,3.0,1.0,80.0,0.0,5.0,4.0,3.0,3.0,2.0,0.0,2.0,No,41424.0
1099,497,27.0,Travel_Rarely,1469.0,Research & Development,1.0,2.0,Medical,1.0,4.0,Male,82.0,3.0,1.0,Laboratory Technician,2.0,Divorced,3816.0,17881.0,1.0,Y,No,11.0,3.0,2.0,80.0,1.0,5.0,2.0,3.0,5.0,2.0,0.0,4.0,No,45792.0
1100,327,43.0,Travel_Rarely,1034.0,Sales,16.0,3.0,Marketing,1.0,4.0,Female,80.0,3.0,4.0,Manager,4.0,Married,16064.0,7744.0,5.0,Y,Yes,22.0,4.0,3.0,80.0,1.0,22.0,3.0,3.0,17.0,13.0,1.0,9.0,No,192768.0
1101,1099,33.0,Travel_Rarely,654.0,Research & Development,5.0,3.0,Life Sciences,1.0,4.0,Male,34.0,2.0,3.0,Healthcare Representative,4.0,Divorced,7119.0,21214.0,4.0,Y,No,15.0,3.0,3.0,80.0,1.0,9.0,2.0,3.0,3.0,2.0,1.0,2.0,No,85428.0
1102,956,26.0,Travel_Frequently,1283.0,Sales,1.0,3.0,Medical,1.0,3.0,Male,52.0,2.0,2.0,Sales Executive,1.0,Single,4294.0,11148.0,1.0,Y,No,12.0,3.0,2.0,80.0,0.0,7.0,2.0,3.0,7.0,7.0,0.0,7.0,No,51528.0
1103,1131,21.0,Travel_Rarely,984.0,Research & Development,1.0,1.0,Technical Degree,1.0,4.0,Female,70.0,2.0,1.0,Research Scientist,2.0,Single,2070.0,25326.0,1.0,Y,Yes,11.0,3.0,3.0,80.0,0.0,2.0,6.0,4.0,2.0,2.0,2.0,2.0,No,24840.0
1104,1324,31.0,Non-Travel,587.0,Sales,2.0,4.0,Life Sciences,1.0,4.0,Female,57.0,3.0,3.0,Sales Executive,3.0,Divorced,9852.0,8935.0,1.0,Y,Yes,19.0,3.0,1.0,80.0,1.0,10.0,5.0,2.0,10.0,8.0,9.0,6.0,No,118224.0
1105,1821,46.0,Travel_Rarely,261.0,Research & Development,21.0,2.0,Medical,1.0,4.0,Female,66.0,3.0,2.0,Healthcare Representative,2.0,Married,8926.0,10842.0,4.0,Y,No,22.0,4.0,4.0,80.0,1.0,13.0,2.0,4.0,9.0,7.0,3.0,7.0,Yes,107112.0
1106,101,45.0,Travel_Rarely,193.0,Research & Development,6.0,4.0,Other,1.0,4.0,Male,52.0,3.0,3.0,Research Director,1.0,Married,13245.0,15067.0,4.0,Y,Yes,14.0,3.0,2.0,80.0,0.0,17.0,3.0,4.0,0.0,0.0,0.0,0.0,No,158940.0
1107,521,40.0,Travel_Rarely,555.0,Research & Development,2.0,3.0,Medical,1.0,2.0,Female,78.0,2.0,2.0,Laboratory Technician,3.0,Married,3448.0,13436.0,6.0,Y,No,22.0,4.0,2.0,80.0,1.0,20.0,3.0,3.0,1.0,0.0,0.0,0.0,No,41376.0
1108,86,45.0,Travel_Rarely,1339.0,Research & Development,7.0,3.0,Life Sciences,1.0,2.0,Male,59.0,3.0,3.0,Research Scientist,1.0,Divorced,9724.0,18787.0,2.0,Y,No,17.0,3.0,3.0,80.0,1.0,25.0,2.0,3.0,1.0,0.0,0.0,0.0,No,116688.0
1109,240,45.0,Travel_Rarely,1268.0,Sales,4.0,2.0,Life Sciences,1.0,3.0,Female,30.0,3.0,2.0,Sales Executive,1.0,Divorced,5006.0,6319.0,4.0,Y,Yes,11.0,3.0,1.0,80.0,1.0,9.0,3.0,4.0,5.0,4.0,0.0,3.0,No,60072.0
1110,1256,49.0,Travel_Rarely,1098.0,Research & Development,4.0,2.0,Medical,1.0,1.0,Male,85.0,2.0,5.0,Manager,3.0,Married,18711.0,12124.0,2.0,Y,No,13.0,3.0,3.0,80.0,1.0,23.0,2.0,4.0,1.0,0.0,0.0,0.0,No,224532.0
1111,899,35.0,Travel_Rarely,672.0,Research & Development,25.0,3.0,Technical Degree,1.0,4.0,Male,78.0,2.0,3.0,Manufacturing Director,2.0,Married,10903.0,9129.0,3.0,Y,No,16.0,3.0,1.0,80.0,0.0,16.0,2.0,3.0,13.0,10.0,4.0,8.0,No,130836.0
1112,741,28.0,Travel_Rarely,654.0,Research & Development,1.0,2.0,Life Sciences,1.0,1.0,Female,67.0,1.0,1.0,Research Scientist,2.0,Single,2216.0,3872.0,7.0,Y,Yes,13.0,3.0,4.0,80.0,0.0,10.0,4.0,3.0,7.0,7.0,3.0,7.0,Yes,26592.0
1113,271,38.0,Travel_Rarely,1261.0,Research & Development,2.0,4.0,Life Sciences,1.0,4.0,Male,88.0,3.0,2.0,Manufacturing Director,3.0,Married,6553.0,7259.0,9.0,Y,No,14.0,3.0,2.0,80.0,0.0,14.0,3.0,3.0,1.0,0.0,0.0,0.0,No,78636.0
1114,321,59.0,Travel_Rarely,818.0,Human Resources,6.0,2.0,Medical,1.0,2.0,Male,52.0,3.0,1.0,Human Resources,3.0,Married,2267.0,25657.0,8.0,Y,No,17.0,3.0,4.0,80.0,0.0,7.0,2.0,2.0,2.0,2.0,2.0,2.0,No,27204.0
1115,1447,34.0,Travel_Rarely,401.0,Research & Development,1.0,3.0,Life Sciences,1.0,4.0,Female,86.0,2.0,1.0,Laboratory Technician,2.0,Married,3294.0,3708.0,5.0,Y,No,17.0,3.0,1.0,80.0,1.0,7.0,2.0,2.0,5.0,4.0,0.0,2.0,No,39528.0
1116,1702,23.0,Travel_Rarely,427.0,Sales,7.0,3.0,Life Sciences,1.0,3.0,Male,99.0,3.0,1.0,Sales Representative,4.0,Divorced,2275.0,25103.0,1.0,Y,Yes,21.0,4.0,2.0,80.0,1.0,3.0,2.0,3.0,3.0,2.0,0.0,2.0,Yes,27300.0
1117,648,30.0,Travel_Frequently,448.0,Sales,12.0,4.0,Life Sciences,1.0,2.0,Male,74.0,2.0,1.0,Sales Representative,1.0,Married,2033.0,14470.0,1.0,Y,No,18.0,3.0,3.0,80.0,1.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,Yes,24396.0
1118,84,55.0,Travel_Rarely,836.0,Research & Development,8.0,3.0,Medical,1.0,4.0,Female,33.0,3.0,4.0,Manager,3.0,Divorced,14756.0,19730.0,2.0,Y,Yes,14.0,3.0,3.0,80.0,3.0,21.0,2.0,3.0,5.0,0.0,0.0,2.0,No,177072.0
1119,1539,50.0,Travel_Frequently,333.0,Research & Development,22.0,5.0,Medical,1.0,3.0,Male,88.0,1.0,4.0,Research Director,4.0,Single,14411.0,24450.0,1.0,Y,Yes,13.0,3.0,4.0,80.0,0.0,32.0,2.0,3.0,32.0,6.0,13.0,9.0,No,172932.0
1120,425,45.0,Travel_Frequently,1249.0,Research & Development,7.0,3.0,Life Sciences,1.0,1.0,Male,97.0,3.0,3.0,Laboratory Technician,1.0,Divorced,5210.0,20308.0,1.0,Y,No,18.0,3.0,1.0,80.0,1.0,24.0,2.0,3.0,24.0,9.0,9.0,11.0,No,62520.0
1121,277,34.0,Travel_Frequently,878.0,Research & Development,10.0,4.0,Medical,1.0,4.0,Male,43.0,3.0,1.0,Research Scientist,3.0,Divorced,3815.0,5972.0,1.0,Y,Yes,17.0,3.0,4.0,80.0,1.0,5.0,4.0,4.0,5.0,3.0,2.0,0.0,No,45780.0
1122,1073,36.0,Travel_Rarely,796.0,Research & Development,12.0,5.0,Medical,1.0,4.0,Female,51.0,2.0,3.0,Manufacturing Director,4.0,Single,8858.0,15669.0,0.0,Y,No,11.0,3.0,2.0,80.0,0.0,15.0,2.0,2.0,14.0,8.0,7.0,8.0,No,106296.0
1123,1097,28.0,Travel_Rarely,857.0,Research & Development,10.0,3.0,Other,1.0,3.0,Female,59.0,3.0,2.0,Research Scientist,3.0,Single,3660.0,7909.0,3.0,Y,No,13.0,3.0,4.0,80.0,0.0,10.0,4.0,4.0,8.0,7.0,1.0,7.0,No,43920.0
1124,1867,48.0,Travel_Rarely,1224.0,Research & Development,10.0,3.0,Life Sciences,1.0,4.0,Male,91.0,2.0,5.0,Research Director,2.0,Married,19665.0,13583.0,4.0,Y,No,12.0,3.0,4.0,80.0,0.0,29.0,3.0,3.0,22.0,10.0,12.0,9.0,No,235980.0
1125,691,35.0,Travel_Rarely,1017.0,Research & Development,6.0,4.0,Life Sciences,1.0,2.0,Male,82.0,1.0,2.0,Research Scientist,4.0,Single,6646.0,19368.0,1.0,Y,No,13.0,3.0,2.0,80.0,0.0,17.0,3.0,3.0,17.0,11.0,11.0,8.0,No,79752.0
1126,1424,55.0,Travel_Rarely,1136.0,Research & Development,1.0,4.0,Medical,1.0,2.0,Male,81.0,4.0,4.0,Research Director,4.0,Divorced,14732.0,12414.0,2.0,Y,No,13.0,3.0,4.0,80.0,2.0,31.0,4.0,4.0,7.0,7.0,0.0,0.0,No,176784.0
1127,1473,49.0,Travel_Rarely,1495.0,Research & Development,5.0,4.0,Technical Degree,1.0,1.0,Male,96.0,3.0,2.0,Healthcare Representative,3.0,Married,6651.0,21534.0,2.0,Y,No,14.0,3.0,2.0,80.0,1.0,20.0,0.0,2.0,3.0,2.0,1.0,2.0,No,79812.0
1128,1003,47.0,Travel_Rarely,955.0,Sales,4.0,2.0,Life Sciences,1.0,4.0,Female,83.0,3.0,2.0,Sales Executive,4.0,Single,4163.0,8571.0,1.0,Y,Yes,17.0,3.0,3.0,80.0,0.0,9.0,0.0,3.0,9.0,0.0,0.0,7.0,No,49956.0
1129,412,28.0,Travel_Rarely,1476.0,Research & Development,16.0,2.0,Medical,1.0,2.0,Male,68.0,4.0,2.0,Healthcare Representative,1.0,Single,5661.0,4824.0,0.0,Y,No,19.0,3.0,3.0,80.0,0.0,9.0,2.0,3.0,8.0,3.0,0.0,7.0,No,67932.0
1130,635,37.0,Travel_Rarely,446.0,Research & Development,1.0,4.0,Life Sciences,1.0,2.0,Female,65.0,3.0,2.0,Manufacturing Director,2.0,Married,6447.0,15701.0,6.0,Y,No,12.0,3.0,2.0,80.0,1.0,8.0,2.0,2.0,6.0,5.0,4.0,3.0,No,77364.0
1131,1025,41.0,Travel_Rarely,549.0,Research & Development,7.0,2.0,Medical,1.0,4.0,Female,42.0,3.0,2.0,Manufacturing Director,3.0,Single,5003.0,23371.0,6.0,Y,No,14.0,3.0,2.0,80.0,0.0,8.0,6.0,3.0,2.0,2.0,2.0,1.0,No,60036.0
1132,205,53.0,Travel_Rarely,1436.0,Sales,6.0,2.0,Marketing,1.0,2.0,Male,34.0,3.0,2.0,Sales Representative,3.0,Married,2306.0,16047.0,2.0,Y,Yes,20.0,4.0,4.0,80.0,1.0,13.0,3.0,1.0,7.0,7.0,4.0,5.0,No,27672.0
1133,192,45.0,Travel_Rarely,1316.0,Research & Development,29.0,3.0,Medical,1.0,3.0,Male,83.0,3.0,1.0,Research Scientist,4.0,Single,3452.0,9752.0,5.0,Y,No,13.0,3.0,2.0,80.0,0.0,9.0,2.0,2.0,6.0,5.0,0.0,3.0,No,41424.0
1134,1762,29.0,Travel_Rarely,590.0,Research & Development,4.0,3.0,Technical Degree,1.0,4.0,Female,91.0,2.0,1.0,Research Scientist,1.0,Divorced,2109.0,10007.0,1.0,Y,No,13.0,3.0,3.0,80.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,No,25308.0
1135,230,38.0,Travel_Rarely,702.0,Sales,1.0,4.0,Life Sciences,1.0,1.0,Female,59.0,2.0,2.0,Sales Executive,4.0,Single,8686.0,12930.0,4.0,Y,No,22.0,4.0,3.0,80.0,0.0,12.0,2.0,4.0,8.0,3.0,0.0,7.0,No,104232.0
1136,508,30.0,Travel_Rarely,202.0,Sales,2.0,1.0,Technical Degree,1.0,3.0,Male,72.0,3.0,1.0,Sales Representative,2.0,Married,2476.0,17434.0,1.0,Y,No,18.0,3.0,1.0,80.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,No,29712.0
1137,887,49.0,Travel_Rarely,1418.0,Research & Development,1.0,3.0,Technical Degree,1.0,3.0,Female,36.0,3.0,1.0,Research Scientist,1.0,Married,3580.0,10554.0,2.0,Y,No,16.0,3.0,2.0,80.0,1.0,7.0,2.0,3.0,4.0,2.0,0.0,2.0,No,42960.0
1138,1646,24.0,Travel_Frequently,567.0,Research & Development,2.0,1.0,Technical Degree,1.0,1.0,Female,32.0,3.0,1.0,Research Scientist,4.0,Single,3760.0,17218.0,1.0,Y,Yes,13.0,3.0,3.0,80.0,0.0,6.0,2.0,3.0,6.0,3.0,1.0,3.0,No,45120.0
1139,1312,36.0,Travel_Rarely,325.0,Research & Development,10.0,4.0,Technical Degree,1.0,4.0,Female,63.0,3.0,3.0,Healthcare Representative,3.0,Married,7094.0,5747.0,3.0,Y,No,12.0,3.0,1.0,80.0,0.0,10.0,0.0,3.0,7.0,7.0,1.0,7.0,No,85128.0
1140,176,41.0,Travel_Rarely,802.0,Sales,9.0,1.0,Life Sciences,1.0,3.0,Male,96.0,3.0,3.0,Sales Executive,3.0,Divorced,8189.0,21196.0,3.0,Y,Yes,13.0,3.0,3.0,80.0,1.0,12.0,2.0,3.0,9.0,7.0,0.0,7.0,No,98268.0
1141,163,31.0,Travel_Rarely,249.0,Sales,6.0,4.0,Life Sciences,1.0,2.0,Male,76.0,1.0,2.0,Sales Executive,3.0,Married,6172.0,20739.0,4.0,Y,Yes,18.0,3.0,2.0,80.0,0.0,12.0,3.0,2.0,7.0,7.0,7.0,7.0,Yes,74064.0
1142,142,25.0,Travel_Rarely,240.0,Sales,5.0,3.0,Marketing,1.0,3.0,Male,46.0,2.0,2.0,Sales Executive,3.0,Single,5744.0,26959.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0.0,6.0,1.0,3.0,6.0,4.0,0.0,3.0,Yes,68928.0
1143,393,38.0,Travel_Rarely,688.0,Research & Development,23.0,4.0,Life Sciences,1.0,4.0,Male,82.0,3.0,2.0,Healthcare Representative,4.0,Divorced,5745.0,18899.0,9.0,Y,No,14.0,3.0,2.0,80.0,1.0,10.0,2.0,3.0,2.0,2.0,1.0,2.0,No,68940.0
1144,311,37.0,Travel_Frequently,319.0,Sales,4.0,4.0,Marketing,1.0,1.0,Male,41.0,3.0,1.0,Sales Representative,4.0,Divorced,2793.0,2539.0,4.0,Y,No,17.0,3.0,3.0,80.0,1.0,13.0,2.0,3.0,9.0,8.0,5.0,8.0,No,33516.0
1145,714,27.0,Travel_Frequently,1410.0,Sales,3.0,1.0,Medical,1.0,4.0,Female,71.0,4.0,2.0,Sales Executive,4.0,Divorced,4647.0,16673.0,1.0,Y,Yes,20.0,4.0,2.0,80.0,2.0,6.0,3.0,3.0,6.0,5.0,0.0,4.0,No,55764.0
1146,267,37.0,Travel_Rarely,290.0,Research & Development,21.0,3.0,Life Sciences,1.0,2.0,Male,65.0,4.0,1.0,Research Scientist,1.0,Married,3564.0,22977.0,1.0,Y,Yes,12.0,3.0,1.0,80.0,1.0,8.0,3.0,2.0,8.0,7.0,1.0,7.0,No,42768.0
1147,913,44.0,Travel_Rarely,661.0,Research & Development,9.0,2.0,Life Sciences,1.0,2.0,Male,61.0,3.0,1.0,Research Scientist,1.0,Married,2559.0,7508.0,1.0,Y,Yes,13.0,3.0,4.0,80.0,0.0,8.0,0.0,3.0,8.0,7.0,7.0,1.0,No,30708.0
1148,1633,39.0,Travel_Frequently,711.0,Research & Development,4.0,3.0,Medical,1.0,1.0,Female,81.0,3.0,2.0,Manufacturing Director,3.0,Single,5042.0,3140.0,0.0,Y,No,13.0,3.0,4.0,80.0,0.0,10.0,2.0,1.0,9.0,2.0,3.0,8.0,No,60504.0
1149,2035,34.0,Travel_Rarely,704.0,Sales,28.0,3.0,Marketing,1.0,4.0,Female,95.0,2.0,2.0,Sales Executive,3.0,Married,6712.0,8978.0,1.0,Y,No,21.0,4.0,4.0,80.0,2.0,8.0,2.0,3.0,8.0,7.0,1.0,7.0,No,80544.0
1150,1071,56.0,Travel_Frequently,1240.0,Research & Development,9.0,3.0,Medical,1.0,1.0,Female,63.0,3.0,1.0,Research Scientist,3.0,Married,2942.0,12154.0,2.0,Y,No,19.0,3.0,2.0,80.0,1.0,18.0,4.0,3.0,5.0,4.0,0.0,3.0,No,35304.0
1151,1763,30.0,Travel_Rarely,305.0,Research & Development,16.0,3.0,Life Sciences,1.0,3.0,Male,58.0,4.0,2.0,Healthcare Representative,3.0,Married,5294.0,9128.0,3.0,Y,No,16.0,3.0,3.0,80.0,1.0,10.0,3.0,3.0,7.0,0.0,1.0,7.0,No,63528.0
1152,1453,31.0,Travel_Rarely,326.0,Sales,8.0,2.0,Life Sciences,1.0,1.0,Male,31.0,3.0,3.0,Sales Executive,4.0,Divorced,10793.0,8386.0,1.0,Y,No,18.0,3.0,1.0,80.0,1.0,13.0,5.0,3.0,13.0,7.0,9.0,9.0,No,129516.0
1153,1175,28.0,Travel_Rarely,1485.0,Research & Development,12.0,1.0,Life Sciences,1.0,3.0,Female,79.0,3.0,1.0,Laboratory Technician,4.0,Married,2515.0,22955.0,1.0,Y,Yes,11.0,3.0,4.0,80.0,0.0,1.0,4.0,2.0,1.0,1.0,0.0,0.0,Yes,30180.0
1154,167,19.0,Travel_Rarely,528.0,Sales,22.0,1.0,Marketing,1.0,4.0,Male,50.0,3.0,1.0,Sales Representative,3.0,Single,1675.0,26820.0,1.0,Y,Yes,19.0,3.0,4.0,80.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,Yes,20100.0
1155,1105,37.0,Travel_Rarely,309.0,Sales,10.0,4.0,Life Sciences,1.0,4.0,Female,88.0,2.0,2.0,Sales Executive,4.0,Divorced,6694.0,24223.0,2.0,Y,Yes,14.0,3.0,3.0,80.0,3.0,8.0,5.0,3.0,1.0,0.0,0.0,0.0,No,80328.0
1156,1993,47.0,Travel_Rarely,1180.0,Research & Development,25.0,3.0,Medical,1.0,1.0,Male,84.0,3.0,3.0,Healthcare Representative,3.0,Single,8633.0,13084.0,2.0,Y,No,23.0,4.0,2.0,80.0,0.0,25.0,3.0,3.0,17.0,14.0,12.0,11.0,No,103596.0
1157,653,31.0,Travel_Rarely,525.0,Sales,6.0,4.0,Medical,1.0,1.0,Male,66.0,4.0,2.0,Sales Executive,4.0,Divorced,5460.0,6219.0,4.0,Y,No,22.0,4.0,4.0,80.0,2.0,13.0,4.0,4.0,7.0,7.0,5.0,7.0,No,65520.0
1158,1506,28.0,Travel_Rarely,1423.0,Research & Development,1.0,3.0,Life Sciences,1.0,1.0,Male,72.0,2.0,1.0,Research Scientist,3.0,Divorced,1563.0,12530.0,1.0,Y,No,14.0,3.0,4.0,80.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,No,18756.0
1159,323,50.0,Travel_Rarely,854.0,Sales,1.0,4.0,Medical,1.0,4.0,Female,68.0,3.0,5.0,Manager,4.0,Divorced,19517.0,24118.0,3.0,Y,No,11.0,3.0,3.0,80.0,1.0,32.0,3.0,2.0,7.0,0.0,0.0,6.0,No,234204.0
1160,1052,36.0,Travel_Rarely,660.0,Research & Development,15.0,3.0,Other,1.0,1.0,Male,81.0,3.0,2.0,Laboratory Technician,3.0,Divorced,4834.0,7858.0,7.0,Y,No,14.0,3.0,2.0,80.0,1.0,9.0,3.0,2.0,1.0,0.0,0.0,0.0,Yes,58008.0
1161,270,42.0,Non-Travel,926.0,Research & Development,21.0,2.0,Medical,1.0,3.0,Female,36.0,3.0,2.0,Manufacturing Director,3.0,Divorced,5265.0,16439.0,2.0,Y,No,16.0,3.0,2.0,80.0,1.0,11.0,5.0,3.0,5.0,3.0,0.0,2.0,No,63180.0
1162,1866,43.0,Travel_Rarely,823.0,Research & Development,6.0,3.0,Medical,1.0,1.0,Female,81.0,2.0,5.0,Manager,3.0,Married,19392.0,22539.0,7.0,Y,No,13.0,3.0,4.0,80.0,0.0,21.0,2.0,3.0,16.0,12.0,6.0,14.0,No,232704.0
